Rank,Name,Games,Plays,Yds,Avg,TDs,Ydspgm,Wins,Losses,Ties,Year,Team Code
na,FIU,11,742,3943,4.83,32,358.45,5,6,0,2005,231
116,FIU,12,707,2797,3.96,15,233.08,0,12,0,2006,231
118,FIU,12,777,3236,4.16,23,269.67,1,11,0,2007,231
96,FIU,12,771,3803,4.93,37,316.92,5,7,0,2008,231
na,Massachusetts,12,854,3339,4.4,18,278.25,1,11,0,2012,400
2,Miami (OH),14,1053,7016,6.66,82,501.14,13,1,0,2003,414
34,Miami (OH),13,913,5196,5.69,51,399.69,8,5,0,2004,414
28,Miami (OH),11,857,4682,5.46,45,425.64,7,4,0,2005,414
80,Miami (OH),12,806,3819,4.74,27,318.25,2,10,0,2006,414
81,Miami (OH),13,932,4769,5.12,28,366.85,6,7,0,2007,414
89,Miami (OH),12,837,3912,4.67,23,326,2,10,0,2008,414
41,Miami (FL),13,917,5134,5.6,42,394.92,11,2,0,2003,415
66,Miami (FL),12,792,4384,5.54,48,365.33,9,3,0,2004,415
73,Miami (FL),12,788,4237,5.38,41,353.08,9,3,0,2005,415
87,Miami (FL),13,791,4075,5.15,31,313.46,7,6,0,2006,415
110,Miami (FL),12,779,3781,4.85,30,315.08,5,7,0,2007,415
89,Miami (FL),13,837,4238,5.06,42,326,7,6,0,2008,415
68,Middle Tenn. St.,12,860,4455,5.18,42,371.25,4,8,0,2003,419
57,Middle Tenn. St.,11,764,4117,5.39,32,374.27,5,6,0,2004,419
105,Middle Tenn. St.,11,745,3383,4.54,27,307.55,4,7,0,2005,419
104,Middle Tenn. St.,13,787,3712,4.72,39,285.54,7,6,0,2006,419
96,Middle Tenn. St.,12,783,4042,5.16,41,336.83,5,7,0,2007,419
70,Middle Tenn. St.,12,826,4183,5.06,35,348.58,5,7,0,2008,419
114,Ole Miss,12,773,3375,4.37,24,281.25,2,10,0,2011,433
46,Ole Miss,13,962,5509,5.73,51,423.77,7,6,0,2012,433
117,Southern Methodist,12,794,3128,3.94,15,260.67,0,12,0,2003,663
90,Southern Methodist,11,761,3673,4.83,26,333.91,3,8,0,2004,663
104,Southern Methodist,11,739,3391,4.59,25,308.27,5,6,0,2005,663
79,Southern Methodist,12,720,3834,5.33,41,319.5,6,6,0,2006,663
37,Southern Methodist,12,902,5067,5.62,43,422.25,1,11,0,2007,663
na,South Ala.,13,938,4334,5.26,26,333.38,2,11,0,2012,646
na,Texas St.,12,794,4143,5.29,38,345.25,6,6,0,2011,670
na,Texas St.,12,774,4557,5.85,44,379.75,4,8,0,2012,670
na,UTSA,10,660,3645,5.11,33,364.5,4,6,0,2011,706
na,UTSA,12,798,4683,5.5,47,390.25,8,4,0,2012,706
111,Troy,12,825,3527,4.28,24,293.92,6,6,0,2003,716
