Name,Team,G,Receiving,Rec,Yds,Y/G,Avg,Lng,TD,RUSHING,Rush,Yds,Y/G,Avg,TD,Year,Position
Brian Watters,UCF,11,,42,594,54,14.1,62,3,,0,0,0,N/A,0,2008,WR
Delashaun Dean,Ariz,13,,53,593,45.6,11.2,41,4,,2,5,0.4,2.5,0,2008,WR
Mike McCoy,Nev,13,,53,592,45.5,11.2,38,2,,7,41,3.2,5.9,1,2008,WR
Michael Reed,BYU,11,,49,589,53.5,12,56,2,,0,0,0,N/A,0,2008,WR
Jake Gaebler,WKU,9,,54,588,65.3,10.9,62,4,,1,-1,-0.1,-1,0,2008,WR
Terrell Turner,Ariz,13,,43,580,44.6,13.5,71,1,,2,17,1.3,8.5,0,2008,WR
Jessie Hester,S Fla,13,,54,579,44.5,10.7,27,3,,0,0,0,N/A,0,2008,WR
Vinny Perretta,Bois,12,,36,578,48.2,16.1,73,2,,22,133,11.1,6,2,2008,WR
Edward Britton,TX Tch,13,,35,577,44.4,16.5,56,6,,3,10,0.8,3.3,0,2008,WR
Greg Ellingson,FIU,10,,35,574,57.4,16.4,43,3,,0,0,0,N/A,0,2008,WR
Johnathan Wilson,Kan,12,,43,573,47.8,13.3,56,3,,1,0,0,0,0,2008,WR
Jason Harper,Temp,9,,33,571,63.4,17.3,58,3,,5,24,2.7,4.8,0,2008,WR
Ronald Johnson,USC,12,,33,570,47.5,17.3,63,8,,6,32,2.7,5.3,0,2008,WR
Jared Perry,Mizz,14,,41,567,40.5,13.8,38,4,,2,-8,-0.6,-4,0,2008,WR
Austin Pettis,Bois,13,,49,567,43.6,11.6,24,9,,0,0,0,N/A,0,2008,WR
Tim Brown,Rutg,12,,27,565,47.1,20.9,74,6,,6,34,2.8,5.7,1,2008,WR
Brent Casteel,Utah,13,,43,564,43.4,13.1,40,4,,17,92,7.1,5.4,1,2008,WR
Corey Partridge,BGSU,12,,58,562,46.8,9.7,38,7,,1,1,0.1,1,0,2008,WR
Tramain Swindall,TX Tch,13,,46,561,43.2,12.2,37,2,,0,0,0,N/A,0,2008,WR
Casey Flair,UNLV,12,,49,560,46.7,11.4,41,4,,0,0,0,N/A,0,2008,WR
Darrell McNeal,ULM,11,,51,558,50.7,10.9,40,4,,21,40,3.6,1.9,4,2008,WR
Aaron Bain,Haw,13,,52,557,42.8,10.7,33,6,,0,0,0,N/A,0,2008,WR
Bradon Godfrey,Utah,13,,56,556,42.8,9.9,25,4,,0,0,0,N/A,0,2008,WR
Deon Murphy,KS St,11,,37,555,50.5,15,70,6,,6,52,4.7,8.7,0,2008,WR
Rich Gunnell,BC,12,,49,551,45.9,11.2,45,4,,4,17,1.4,4.3,0,2008,WR
Malcolm Beyah,MTSU,12,,33,550,45.8,16.7,53,6,,6,6,0.5,1,0,2008,WR
Brian King,Tula,11,,41,544,49.5,13.3,57,0,,2,12,1.1,6,0,2008,WR
Greg Carr,FL St,12,,39,542,45.2,13.9,54,4,,0,0,0,N/A,0,2008,WR
Frantrell Forrest,UAB,10,,42,536,53.6,12.8,38,2,,8,43,4.3,5.4,0,2008,WR
Brian Robiskie,OH St,13,,42,535,41.2,12.7,48,8,,0,0,0,N/A,0,2008,WR
Andy Brodell,Iowa,12,,36,533,44.4,14.8,45,4,,3,24,2,8,0,2008,WR
Kito Poblah,CMU,10,,43,532,53.2,12.4,38,3,,0,0,0,N/A,0,2008,WR
L.J. Castile,Hous,12,,31,531,44.3,17.1,53,8,,0,0,0,N/A,0,2008,WR
Taylor Embree,UCLA,11,,40,531,48.3,13.3,43,0,,1,1,0.1,1,0,2008,WR
B.J. Cunningham,MI St,13,,41,528,40.6,12.9,52,0,,4,56,4.3,14,0,2008,WR
Rasheed Ward,N.W.,13,,51,526,40.5,10.3,46,3,,0,0,0,N/A,0,2008,WR
Sean Walker,Vand,13,,36,520,40,14.4,79,3,,16,99,7.6,6.2,1,2008,WR
David Gilreath,Wis,13,,31,520,43.3,16.8,49,3,,25,285,23.8,11.4,2,2008,WR
Scotty McKnight,Colo,12,,46,519,43.3,11.3,37,5,,2,2,0.2,1,0,2008,WR
Brandon McRae,MS St,12,,51,518,43.2,10.2,29,3,,1,-1,-0.1,-1,0,2008,WR
Louis Johnson,Ball,9,,26,516,57.3,19.8,45,6,,0,0,0,N/A,0,2008,WR
Demetrius Byrd,LSU,13,,37,513,39.5,13.9,43,4,,0,0,0,N/A,0,2008,WR
Chris Givens,Mia O,11,,35,513,46.6,14.7,53,7,,3,-19,-1.7,-6.3,0,2008,WR
Patrick Honeycutt,MTSU,11,,51,513,46.6,10.1,37,3,,0,0,0,N/A,0,2008,WR
Brandon Thompkins,AR St,10,,32,511,51.1,16,63,2,,2,16,1.6,8,0,2008,WR
Ryan Whalen,Stan,12,,41,508,42.3,12.4,37,1,,0,0,0,N/A,0,2008,WR
Ernest Jackson,Buff,12,,45,507,42.3,11.3,32,4,,1,4,0.3,4,0,2008,WR
Quentin Chaney,Okla,12,,29,504,42,17.4,48,2,,0,0,0,N/A,0,2008,WR
Chris McGaha,AZ St,12,,35,501,41.8,14.3,46,1,,0,0,0,N/A,0,2008,WR
Kierrie Johnson,Hous,11,,32,499,45.4,15.6,84,5,,1,-7,-0.6,-7,0,2008,WR
Taurus Johnson,S Fla,12,,38,498,41.5,13.1,42,6,,4,11,0.9,2.8,0,2008,WR
Tiquan Underwood,Rutg,12,,40,494,41.2,12.4,26,5,,0,0,0,N/A,0,2008,WR
Kennard Burton,Troy,13,,47,492,37.8,10.5,31,1,,13,95,7.3,7.3,2,2008,WR
Joe Bockheim,CMU,13,,35,491,37.8,14,40,5,,0,0,0,N/A,0,2008,WR
Lucas Miller,Ark,8,,30,490,61.3,16.3,87,2,,0,0,0,N/A,0,2008,WR
Brock Stickler,N TX,9,,46,490,54.4,10.7,31,3,,0,0,0,N/A,0,2008,WR
Maurice Jones,Memp,11,,33,490,44.5,14.8,53,3,,11,62,5.6,5.6,1,2008,WR
Corbin Smiter,Rice,10,,30,487,48.7,16.2,54,3,,0,0,0,N/A,0,2008,WR
Duke Calhoun,Memp,13,,40,487,37.5,12.2,54,3,,0,0,0,N/A,0,2008,WR
Keith Smith,Purd,12,,49,486,40.5,9.9,31,2,,1,4,0.3,4,0,2008,WR
Derrick Williams,PSU,13,,44,485,37.3,11,39,4,,43,243,18.7,5.7,3,2008,WR
Marcus Perez,N Ill,12,,34,480,40,14.1,45,2,,3,20,1.7,6.7,1,2008,WR
Brian Hartline,OH St,12,,21,479,39.9,22.8,56,4,,3,17,1.4,5.7,0,2008,WR
Darius Darks,IA St,12,,49,477,39.8,9.7,54,1,,1,5,0.4,5,0,2008,WR
Trae Johnson,Tuls,11,,20,475,47.5,23.8,44,3,,0,0,0,N/A,0,2008,WR
Jaison Williams,Ore,11,,36,473,43,13.1,48,4,,0,0,0,N/A,0,2008,WR
Alric Arnett,W Va,12,,35,466,38.8,13.3,52,6,,2,-4,-0.3,-2,0,2008,WR
Jock Sanders,W Va,13,,53,462,35.5,8.7,41,7,,48,250,19.2,5.2,2,2008,WR
Dante Love,Ball,4,,28,460,115,16.4,61,3,,14,64,16,4.6,2,2008,WR
Gerald Baptiste,USM,12,,35,460,38.3,13.1,64,2,,3,28,2.3,9.3,0,2008,WR
Terrence Austin,UCLA,12,,53,460,38.3,8.7,29,1,,13,90,7.5,6.9,0,2008,WR
Brett Hamlin,Buff,13,,38,459,35.3,12.1,39,5,,1,13,1,13,0,2008,WR
Otis Nelson,UT St,12,,37,455,37.9,12.3,52,4,,0,0,0,N/A,0,2008,WR
Jahbari McLennan,AR St,11,,32,451,41,14.1,63,1,,4,78,7.1,19.5,1,2008,WR
Michael Moore,Ga,10,,29,451,45.1,15.6,46,2,,0,0,0,N/A,0,2008,WR
Andrew Means,Ind,11,,34,450,40.9,13.2,47,1,,1,7,0.6,7,0,2008,WR
Martavious Odoms,Mich,11,,49,443,40.3,9,50,0,,5,10,0.9,2,0,2008,WR
Mike McNeill,Neb,12,,32,442,36.8,13.8,53,6,,1,0,0,0,0,2008,WR
Jarrett Boykin,VT,12,,30,441,36.8,14.7,41,2,,0,0,0,N/A,0,2008,WR
Nyan Boateng,Cal,12,,29,439,36.6,15.1,53,5,,1,0,0,0,0,2008,WR
Darren Mougey,SDg St,9,,34,437,48.6,12.9,43,4,,13,25,2.8,1.9,1,2008,WR
Jeremy Williams,Tula,5,,27,437,87.4,16.2,51,5,,7,20,4,2.9,0,2008,WR
Phillip Payne,UNLV,9,,29,436,48.4,15,45,7,,0,0,0,N/A,0,2008,WR
Daren Dillard,TX St,11,,25,433,39.4,17.3,48,5,,0,0,0,N/A,0,2008,WR
Jarvis Williams,NC St,11,,26,432,39.3,16.6,55,4,,0,0,0,N/A,0,2008,WR
Brandon Collins,Tex,12,,35,430,35.8,12.3,40,3,,0,0,0,N/A,0,2008,WR
Chris Hernandez,N Mex,9,,33,428,47.6,13,81,0,,0,0,0,N/A,0,2008,WR
David Reed,Utah,12,,25,427,38.8,17.1,47,6,,1,15,1.4,15,1,2008,WR
Ernie Pierce,KS St,9,,27,424,47.1,15.7,63,3,,0,0,0,N/A,0,2008,WR
Chris Bonner,FAU,11,,22,422,38.4,19.2,52,3,,1,1,0.1,1,0,2008,WR
Derek Kinder,Pitt,12,,36,422,35.2,11.7,61,3,,2,9,0.8,4.5,0,2008,WR
Jeff Maehl,Ore,13,,39,421,32.4,10.8,65,5,,11,81,6.2,7.4,0,2008,WR
Chaz Rodriguez,Hous,11,,40,418,38,10.5,38,1,,0,0,0,N/A,0,2008,WR
Maurice Covington,UVa,11,,33,414,37.6,12.5,38,1,,1,-3,-0.3,-3,0,2008,WR
Damian Davis,OK St,8,,19,414,51.8,21.8,50,2,,0,0,0,N/A,0,2008,WR
Greg Mathews,Mich,10,,35,409,40.9,11.7,35,2,,0,0,0,N/A,0,2008,WR
Danny Coale,VT,13,,36,408,31.4,11.3,35,0,,6,14,1.1,2.3,0,2008,WR
Aubrey Quarles,KS St,11,,34,407,45.2,12,36,1,,0,0,0,N/A,0,2008,WR
Anthony McCall,ULM,12,,28,406,33.8,14.5,46,6,,0,0,0,N/A,0,2008,WR
Roberto Wallace,SDg St,11,,31,405,36.8,13.1,34,1,,0,0,0,N/A,0,2008,WR
Carlton Mitchell,S Fla,10,,28,405,40.5,14.5,47,1,,1,7,0.7,7,0,2008,WR
Kerry Taylor,AZ St,9,,27,405,45,15,52,3,,2,-2,-0.2,-1,0,2008,WR
Jon Baldwin,Pitt,9,,18,404,44.9,22.4,60,3,,1,4,0.4,4,0,2008,WR
Will Judson,Ill,10,,21,401,40.1,19.1,65,2,,0,0,0,N/A,0,2008,WR
Tyree Barnes,Navy,9,,20,400,44.4,20,68,2,,0,0,0,N/A,0,2008,WR
David Gettis,Bayl,10,,29,391,39.1,13.5,61,0,,0,0,0,N/A,0,2008,WR
Moe Brown,S Car,11,,30,391,35.5,13,34,1,,1,5,0.5,5,0,2008,WR
Marshall Williams,Wake,11,,26,390,35.5,15,64,2,,3,0,0,0,0,2008,WR
Josh Smith,Colo,12,,29,387,32.3,13.3,44,3,,12,32,2.7,2.7,0,2008,WR
Thomas White,Bayl,11,,35,385,35,11,55,2,,2,11,1,5.5,0,2008,WR
Houston Jones,IA St,12,,32,384,32,12,27,0,,0,0,0,N/A,0,2008,WR
LaVon Brazill,Ohio,12,,34,384,32,11.3,41,1,,9,75,6.3,8.3,0,2008,WR
Dustin Woods,Mia O,10,,35,377,37.7,10.8,49,0,,0,0,0,N/A,0,2008,WR
Joe Adams,Ark,12,,31,377,31.4,12.2,33,1,,6,46,3.8,7.7,0,2008,WR
Matt Simon,N Ill,8,,24,377,47.1,15.7,45,2,,0,0,0,N/A,0,2008,WR
Brandon Tate,NC,6,,16,376,75.2,23.5,69,3,,11,143,28.6,13,1,2008,WR
Dominique Johnson,UCLA,10,,34,373,37.3,11,24,1,,2,-2,-0.2,-1,0,2008,WR
Preston Parker,FL St,10,,40,372,37.2,9.3,39,2,,10,87,8.7,8.7,0,2008,WR
Tyler Grisham,Clem,13,,37,372,28.6,10.1,25,1,,1,3,0.2,3,0,2008,WR
Danny Oquendo,Md,11,,29,371,33.7,12.8,50,2,,2,4,0.4,2,0,2008,WR
Nnamdi Gwacham,UT St,10,,20,370,37,18.5,62,2,,0,0,0,N/A,0,2008,WR
A.J. Love,S Fla,12,,31,370,30.8,11.9,38,2,,2,15,1.3,7.5,0,2008,WR
Cole Beasley,SMU,9,,42,366,40.7,8.7,26,3,,0,0,0,N/A,0,2008,WR
Kyle Williams,AZ St,10,,19,364,36.4,19.2,51,4,,6,42,4.2,7,0,2008,WR
Verran Tucker,Cal,10,,21,362,36.2,17.2,74,3,,0,0,0,N/A,0,2008,WR
Jamal Rogers,Mia O,11,,42,359,32.6,8.5,25,0,,9,53,4.8,5.9,0,2008,WR
Dorrell Jalloh,W Va,12,,29,358,29.8,12.3,35,5,,1,2,0.2,2,0,2008,WR
TJ Porter,Pitt,10,,25,357,35.7,14.3,64,0,,1,2,0.2,2,0,2008,WR
Freddie Barnes,BGSU,9,,40,355,39.4,8.9,22,0,,22,86,9.6,3.9,0,2008,WR
Menelik Holt,Neb,9,,30,355,39.4,11.8,25,1,,0,0,0,N/A,0,2008,WR
Dontavia Bogan,S Fla,12,,26,354,29.5,13.6,36,1,,2,23,1.9,11.5,0,2008,WR
Jeff Cumberland,Ill,8,,20,352,44,17.6,77,4,,1,23,2.9,23,0,2008,WR
Darryl Freeney,ECU,9,,22,352,39.1,16,80,2,,1,-10,-1.1,-10,0,2008,WR
Jarius Wright,Ark,8,,19,348,43.5,18.3,70,2,,1,1,0.1,1,0,2008,WR
Jason Barnes,S Car,8,,27,346,43.3,12.8,38,2,,0,0,0,N/A,0,2008,WR
Jeremy Bruce,Akrn,11,,29,345,31.4,11.9,27,1,,18,53,4.8,2.9,0,2008,WR
Damarlo Belcher,Ind,9,,25,337,37.4,13.5,47,2,,0,0,0,N/A,0,2008,WR
Torrey Smith,Md,13,,24,336,33.6,14,44,2,,1,0,0,0,0,2008,WR
Brooks Foster,NC,11,,30,334,30.4,11.1,44,2,,8,104,9.5,13,0,2008,WR
Rodgeriqus Smith,Aub,12,,30,332,27.7,11.1,33,1,,0,0,0,N/A,0,2008,WR
Doug Baldwin,Stan,12,,23,332,27.7,14.4,61,4,,4,81,6.8,20.3,1,2008,WR
Lucas Taylor,Tenn,9,,26,332,36.9,12.8,48,1,,0,0,0,N/A,0,2008,WR
Aldarius Johnson,Mia F,11,,31,332,30.2,10.7,29,3,,0,0,0,N/A,0,2008,WR
Jereme Brooks,Utah,12,,30,331,27.6,11,55,1,,10,60,5,6,1,2008,WR
Danario Alexander,Mizz,12,,26,329,27.4,12.7,39,5,,2,6,0.5,3,0,2008,WR
Thearon Collier,Mia F,11,,26,324,29.5,12.5,43,2,,1,0,0,0,0,2008,WR
Gerald Jones,Tenn,10,,30,323,32.3,10.8,43,4,,23,126,12.6,5.5,1,2008,WR
Julian Hawkins,Bois,11,,26,322,29.3,12.4,46,3,,0,0,0,N/A,0,2008,WR
Taiwan Easterling,FL St,11,,30,322,29.3,10.7,28,1,,5,20,1.8,4,0,2008,WR
Patrick Williams,Colo,12,,30,322,26.8,10.7,36,2,,2,2,0.2,1,0,2008,WR
David Grimes,ND,8,,35,321,40.1,9.2,31,3,,2,15,1.9,7.5,0,2008,WR
Donte Davis,Syra,10,,29,312,31.2,10.8,34,2,,0,0,0,N/A,0,2008,WR
London Crawford,Ark,12,,27,311,25.9,11.5,34,1,,1,-5,-0.4,-5,0,2008,WR
Ben Kuznia,Minn,12,,31,310,25.8,10,22,0,,0,0,0,N/A,0,2008,WR
Alex Taylor,ECU,11,,23,310,28.2,13.5,47,1,,0,0,0,N/A,0,2008,WR
Sancho McDonald,MTSU,9,,26,308,34.2,11.8,36,3,,2,8,0.9,4,0,2008,WR
Brandon Green,Minn,7,,21,306,43.7,14.6,71,1,,0,0,0,N/A,0,2008,WR
Jeshua Anderson,WA St,11,,33,305,27.7,9.2,30,2,,4,17,1.5,4.3,0,2008,WR
Malcolm Williams,Tex,9,,17,304,33.8,17.9,91,3,,0,0,0,N/A,0,2008,WR
Jamayel Smith,MS St,10,,23,302,30.2,13.1,41,1,,2,3,0.3,1.5,0,2008,WR
Marquis Hamilton,IA St,10,,26,301,30.1,11.6,37,3,,1,-12,-1.2,-12,0,2008,WR
Jermaine Kearse,Wash,10,,20,301,30.1,15.1,62,2,,0,0,0,N/A,0,2008,WR
Oderick Turner,Pitt,9,,21,298,33.1,14.2,38,1,,0,0,0,N/A,0,2008,WR
Walter Bryant,TCU,10,,27,298,29.8,11,45,2,,1,3,0.3,3,0,2008,WR
Max Komar,Ida,12,,26,298,24.8,11.5,44,0,,3,22,1.8,7.3,0,2008,WR
Preston Davis,Ida,11,,27,296,26.9,11,31,3,,7,48,4.4,6.9,0,2008,WR
Bert Reed,FL St,10,,23,295,29.5,12.8,41,3,,9,61,6.1,6.8,0,2008,WR
Jermiah Kelley,BGSU,6,,19,295,49.2,15.5,48,2,,0,0,0,N/A,0,2008,WR
Cary Koch,UVa,11,,30,293,26.6,9.8,23,0,,0,0,0,N/A,0,2008,WR
Travis Benjamin,Mia F,10,,18,293,32.6,16.3,51,3,,5,42,4.7,8.4,1,2008,WR
Stanley Morrison,UT St,12,,26,291,24.3,11.2,46,1,,5,17,1.4,3.4,0,2008,WR
Terrance Turner,Ind,11,,29,289,26.3,10,38,0,,0,0,0,N/A,0,2008,WR
A.J. Jenkins,Ill,11,,11,287,47.8,26.1,54,3,,0,0,0,N/A,0,2008,WR
Andrew Davis,Troy,9,,20,286,31.8,14.3,58,2,,0,0,0,N/A,0,2008,WR
Isaac Anderson,Wis,9,,21,286,31.8,13.6,39,0,,3,21,2.3,7,0,2008,WR
Steven Black,Memp,13,,36,286,22,7.9,36,2,,16,81,6.2,5.1,4,2008,WR
Eugene Harris,Mia O,12,,33,286,23.8,8.7,30,1,,1,-4,-0.3,-4,0,2008,WR
Tufick Shadrawy,UTEP,7,,20,284,40.6,14.2,40,3,,0,5,0.7,N/A,1,2008,WR
Kayne Farquharson,Mia F,8,,18,280,35,15.6,37,3,,0,0,0,N/A,0,2008,WR
Nathan Palmer,N Ill,5,,12,278,55.6,23.2,91,2,,1,12,2.4,12,0,2008,WR
Riley Dunlop,Ohio,11,,22,278,25.3,12.6,25,1,,0,0,0,N/A,0,2008,WR
Montez Billings,Aub,10,,24,277,27.7,11.5,31,0,,2,-7,-0.7,-3.5,0,2008,WR
Marcus Barnett,Cinc,13,,30,277,21.3,9.2,27,1,,5,13,1,2.6,0,2008,WR
LaReylle Cunningham,Cal,7,,18,276,39.4,15.3,35,1,,0,0,0,N/A,0,2008,WR
Justin Jarvis,BC,12,,25,274,22.8,11,41,3,,0,0,0,N/A,0,2008,WR
Kashif Moore,Conn,12,,27,273,22.8,10.1,47,1,,1,5,0.4,5,0,2008,WR
Greg Childs,Ark,7,,18,273,39,15.2,39,2,,0,0,0,N/A,0,2008,WR
Bryant Williams,N Mex,11,,36,272,24.7,7.6,30,1,,2,43,3.9,21.5,1,2008,WR
Dane Sanzenbacher,OH St,8,,21,272,34,13,53,1,,0,0,0,N/A,0,2008,WR
Greg Bolling,Wyo,12,,26,271,22.6,10.4,29,2,,8,18,1.5,2.3,0,2008,WR
Denarius Moore,Tenn,9,,11,271,30.1,24.6,63,2,,0,0,0,N/A,0,2008,WR
Aubrey Bell,MS St,10,,31,271,27.1,8.7,22,0,,0,0,0,N/A,0,2008,WR
Devon Wylie,Fres,8,,22,269,33.6,12.2,47,2,,4,51,6.4,12.8,0,2008,WR
Cody Crawford,Colo,10,,31,269,26.9,8.7,19,2,,1,2,0.2,2,0,2008,WR
Deonte Thompson,Fla,9,,18,269,29.9,14.9,46,3,,0,0,0,N/A,0,2008,WR
Philip Beck,LT,11,,25,268,24.4,10.7,53,0,,0,0,0,N/A,0,2008,WR
Kyle Halderman,AFA,12,,12,266,22.2,22.2,74,3,,36,350,29.2,9.7,1,2008,WR
Wes Caldwell,MTSU,11,,27,265,24.1,9.8,28,0,,0,0,0,N/A,0,2008,WR
Dicky Lyons,UK,6,,33,264,44,8,26,2,,0,0,0,N/A,0,2008,WR
A.J. Whitmore,Tuls,14,,27,261,18.6,9.7,48,2,,51,346,24.7,6.8,6,2008,WR
Riley Cooper,Fla,12,,18,261,21.8,14.5,51,3,,0,0,0,N/A,0,2008,WR
D.J. Hernandez,Conn,8,,17,261,32.6,15.4,29,0,,1,8,1,8,0,2008,WR
Richie Falgout,ULL,10,,18,260,26,14.4,82,0,,0,0,0,N/A,0,2008,WR
Marcus Edwards,S Fla,13,,19,259,25.9,13.6,38,0,,0,0,0,N/A,0,2008,WR
Daniel Ifft,Ball,11,,15,259,23.5,17.3,34,3,,0,0,0,N/A,0,2008,WR
Marlon Moore,Fres,7,,23,258,36.9,11.2,38,1,,0,0,0,N/A,0,2008,WR
Terrence Toliver,LSU,10,,22,257,25.7,11.7,33,1,,0,0,0,N/A,0,2008,WR
Wenquel Graves,WKU,10,,25,257,25.7,10.3,58,0,,3,11,1.1,3.7,0,2008,WR
Nick Toon,Wis,8,,17,257,32.1,15.1,28,1,,0,0,0,N/A,0,2008,WR
Lester Jean,FAU,11,,25,257,23.4,10.3,30,2,,2,9,0.8,4.5,0,2008,WR
Weston Neiman,NM St,6,,27,254,42.3,9.4,23,2,,4,25,4.2,6.3,0,2008,WR
Marvon Sanders,EMU,10,,28,253,25.3,9,45,1,,10,80,8,8,0,2008,WR
Troy Pascley,Lou,7,,12,252,36,21,45,4,,0,0,0,N/A,0,2008,WR
Brandon Stewart,Wyo,7,,13,251,35.9,19.3,69,1,,16,78,11.1,4.9,0,2008,WR
T.J. Graham,NC St,13,,16,251,27.9,15.7,47,0,,2,3,0.3,1.5,0,2008,WR
Chip Brinkman,Wake,9,,22,251,27.9,11.4,44,2,,0,0,0,N/A,0,2008,WR
Chris Wright,BGSU,9,,22,249,27.7,11.3,42,1,,0,0,0,N/A,0,2008,WR
Earnest Williams,Memp,12,,29,249,20.8,8.6,30,6,,10,56,4.7,5.6,0,2008,WR
Marques Parks,BGSU,8,,19,248,31,13.1,34,4,,0,0,0,N/A,0,2008,WR
Desmond Gee,MTSU,11,,24,248,22.5,10.3,62,1,,64,205,18.6,3.2,0,2008,WR
Louis Lee,ULL,10,,20,247,24.7,12.4,37,1,,0,0,0,N/A,0,2008,WR
Devin Aguilar,Wash,9,,20,246,27.3,12.3,32,0,,1,-5,-0.6,-5,0,2008,WR
Omar Sawyer,UT St,10,,19,246,24.6,12.9,33,0,,0,0,0,N/A,0,2008,WR
Kealoha Pilares,Haw,10,,29,246,24.6,8.5,23,2,,56,300,30,5.4,5,2008,WR
Brandon Peterson,Ohio,9,,16,245,27.2,15.3,59,1,,0,0,0,N/A,0,2008,WR
Kamar Aiken,UCF,7,,20,244,34.9,12.2,39,1,,0,0,0,N/A,0,2008,WR
Mario Wright,UAB,9,,20,243,27,12.2,38,1,,0,0,0,N/A,0,2008,WR
Roland Bruno,N Mex,10,,24,242,24.2,10.1,40,0,,3,21,2.1,7,0,2008,WR
Gerald Tate,Troy,9,,23,238,26.4,10.3,33,1,,0,0,0,N/A,0,2008,WR
Tim Monroe,Hous,8,,17,237,29.6,13.9,49,1,,0,0,0,N/A,0,2008,WR
Corey Surrency,FL St,7,,12,237,33.9,19.8,44,4,,0,0,0,N/A,0,2008,WR
Terrence McCoy,TAMU,8,,24,237,29.6,9.9,35,1,,0,0,0,N/A,0,2008,WR
Anthony Turner,BGSU,11,,26,237,21.5,9.1,34,0,,89,400,36.4,4.5,5,2008,WR
Jerriman Robinson,UNLV,7,,15,236,33.7,15.7,32,1,,0,0,0,N/A,0,2008,WR
Quinterrance Cooper,WKU,10,,20,235,23.5,11.8,54,2,,1,0,0,0,0,2008,WR
Julian Talley,Mass,10,,18,234,23.4,13,34,0,,2,-2,-0.2,-1,0,2008,WR
Sam Dibrell,N TX,4,,24,233,58.3,9.7,24,0,,0,0,0,N/A,0,2008,WR
Terrance Wilkerson,SMU,8,,24,233,29.1,9.7,24,2,,0,0,0,N/A,0,2008,WR
Rashad Evans,Fres,9,,21,232,25.8,11,29,0,,1,-7,-0.8,-7,0,2008,WR
Myles Trempe,Ball,6,,14,231,38.5,16.5,45,2,,0,0,0,N/A,0,2008,WR
Travis Shelton,Temp,9,,20,230,28.8,11.5,27,0,,1,1,0.1,1,0,2008,WR
Joe Womack,ECU,8,,17,230,28.8,13.5,41,0,,0,0,0,N/A,0,2008,WR
Armand Robinson,Mia O,9,,16,229,25.4,14.3,50,2,,0,0,0,N/A,0,2008,WR
David Nelson,Fla,6,,12,228,38,19,41,5,,0,0,0,N/A,0,2008,WR
LaRon Byrd,Mia F,12,,21,228,19,10.9,26,4,,0,0,0,N/A,0,2008,WR
Dyrell Roberts,VT,12,,17,227,18.9,13.4,62,0,,5,37,3.1,7.4,0,2008,WR
Rodelin Anthony,UNLV,9,,17,227,25.2,13.4,28,3,,0,0,0,N/A,0,2008,WR
Jermaine McQueen,N Mex,10,,24,226,22.6,9.4,38,1,,2,11,1.1,5.5,0,2008,WR
Ronnie Tyler,Md,7,,20,225,32.1,11.3,20,1,,0,0,0,N/A,0,2008,WR
Alan Mitchell,Tula,8,,20,224,28,11.2,44,1,,7,60,7.5,8.6,0,2008,WR
Aaron Valentin,Purd,7,,11,224,37.3,20.4,79,2,,0,0,0,N/A,0,2008,WR
James Kirkendoll,Tex,10,,21,221,22.1,10.5,29,1,,0,0,0,N/A,0,2008,WR
Dy'Onne Crudup,Temp,10,,16,218,21.8,13.6,29,1,,0,0,0,N/A,0,2008,WR
Evan Davis,UTEP,10,,19,217,21.7,11.4,37,1,,0,0,0,N/A,0,2008,WR
Kevin Jones,AR St,10,,17,217,27.1,12.8,54,1,,0,0,0,N/A,0,2008,WR
Jamar Bryant,ECU,5,,19,216,43.2,11.4,35,3,,0,0,0,N/A,0,2008,WR
Trent Guy,Lou,8,,14,216,27,15.4,43,1,,9,103,12.9,11.4,0,2008,WR
Kenneth Buckley,NM St,9,,21,216,24,10.3,26,0,,0,0,0,N/A,0,2008,WR
Jean Pitts,CMU,5,,15,215,43,14.3,32,2,,0,0,0,N/A,0,2008,WR
Ellis Gaulden,Conn,9,,17,214,23.8,12.6,43,1,,0,0,0,N/A,0,2008,WR
Niles Paul,Neb,13,,23,214,19.5,9.3,21,0,,1,-6,-0.5,-6,0,2008,WR
Kevin Fogler,AFA,5,,11,214,42.8,19.5,53,0,,0,0,0,N/A,0,2008,WR
Michael Batiste,Tula,12,,20,214,17.8,10.7,27,0,,1,13,1.1,13,0,2008,WR
Dexton Fields,Kan,8,,20,214,26.8,10.7,50,3,,0,0,0,N/A,0,2008,WR
Chastin West,Fres,10,,18,214,21.4,11.9,28,1,,1,-8,-0.8,-8,0,2008,WR
Dontayo Gage,EMU,11,,22,211,19.2,9.6,26,1,,4,0,0,0,0,2008,WR
Mykeal Terry,Troy,11,,23,210,19.1,9.1,38,4,,0,0,0,N/A,0,2008,WR
Jeremy Ross,Cal,11,,17,210,19.1,12.4,29,2,,10,62,5.6,6.2,0,2008,WR
J.J. McCoy,ULM,11,,23,207,18.8,9,46,2,,3,2,0.2,0.7,0,2008,WR
Lyle Leong,TX Tch,11,,18,206,18.7,11.4,32,3,,0,0,0,N/A,0,2008,WR
Duval Kamara,ND,12,,20,206,17.2,10.3,28,1,,0,0,0,N/A,0,2008,WR
Bart Johnson,TCU,11,,15,206,18.7,13.7,52,1,,0,0,0,N/A,0,2008,WR
Roddell Carter,UAB,9,,16,206,22.9,12.9,38,0,,0,0,0,N/A,0,2008,WR
