Name,Team,G,Receiving,Rec,Yds,Y/G,Avg,Lng,TD,RUSHING,Rush,Yds,Y/G,Avg,TD,Year,Position
Jamarcus Nelson,UAB,7,,22,414,59.1,18.8,75,4,,1,0,0,0,0,2012,WR
Terrence Mitchell,S Fla,10,,31,414,41.4,13.4,58,1,,2,4,0.4,2,0,2012,WR
Christian Jones,N.W.,12,,35,412,34.3,11.8,47,2,,0,0,0,N/A,0,2012,WR
Ty MacArthur,AFA,13,,24,411,31.6,17.1,58,2,,57,467,35.9,8.2,2,2012,WR
Chris Young,IA St,10,,38,411,41.1,10.8,42,2,,0,0,0,N/A,0,2012,WR
Jabril Soloman,ECU,9,,17,410,45.6,24.1,60,1,,2,29,3.2,14.5,0,2012,WR
Michael Smith,Conn,12,,31,407,33.9,13.1,51,1,,1,3,0.3,3,0,2012,WR
Isaiah Anderson,OK St,8,,22,407,50.9,18.5,66,4,,1,26,3.3,26,0,2012,WR
Tim Smith,UVa,7,,20,405,57.9,20.3,56,4,,0,0,0,N/A,0,2012,WR
Jaquon Robinson,Troy,10,,30,405,40.5,13.5,25,3,,0,0,0,N/A,0,2012,WR
Jacob Younger,FIU,9,,25,404,44.9,16.2,46,3,,0,0,0,N/A,0,2012,WR
Justin Collins,WMU,8,,27,401,50.1,14.9,34,5,,0,0,0,N/A,0,2012,WR
Jerrod Dillard,Akrn,10,,29,401,40.1,13.8,56,9,,0,0,0,N/A,0,2012,WR
Dee Frieson,Akrn,12,,48,400,33.3,8.3,27,4,,1,-4,-0.3,-4,0,2012,WR
Shakim Phillips,Conn,10,,32,399,39.9,12.5,25,1,,0,0,0,N/A,0,2012,WR
Bobby Ratliff,WA St,8,,30,399,49.9,13.3,49,0,,0,0,0,N/A,0,2012,WR
T.J. Moe,Mizz,12,,40,399,33.3,10,27,1,,7,26,2.2,3.7,0,2012,WR
Dyrell Roberts,VT,13,,33,398,30.6,12.1,44,1,,9,74,5.7,8.2,0,2012,WR
Hunter Lee,LT,12,,31,398,33.2,12.8,44,2,,31,162,13.5,5.2,3,2012,WR
Dorial Green-Beckham,Mizz,10,,28,395,39.5,14.1,80,5,,5,16,1.6,3.2,0,2012,WR
Julian Jones,AR St,10,,13,394,39.4,30.3,72,7,,0,0,0,N/A,0,2012,WR
Austin Hays,OK St,10,,29,394,39.4,13.6,54,2,,0,0,0,N/A,0,2012,WR
Marcus Leak,Md,6,,23,393,65.5,17.1,47,2,,1,1,0.2,1,0,2012,WR
Tony Lippett,MI St,12,,36,392,32.7,10.9,46,2,,2,0,0,0,0,2012,WR
Kale Pick,Kan,11,,26,390,35.5,15,43,0,,2,5,0.5,2.5,0,2012,WR
E.J. Scott,UVa,11,,29,390,35.5,13.4,43,3,,0,0,0,N/A,0,2012,WR
Victor Dean,Fres,7,,30,389,55.6,13,50,2,,0,0,0,N/A,0,2012,WR
Breshad Perriman,UCF,11,,26,388,35.3,14.9,45,3,,0,0,0,N/A,0,2012,WR
Marquise Law,CO St,10,,29,387,38.7,13.3,41,2,,0,0,0,N/A,0,2012,WR
LaDarius Brown,TCU,10,,27,385,38.5,14.3,60,5,,0,0,0,N/A,0,2012,WR
Quinton Dunbar,Fla,13,,36,383,29.5,10.6,26,4,,0,0,0,N/A,0,2012,WR
Larry McDuffey,Hous,8,,28,382,47.8,13.6,64,4,,2,-1,-0.1,-0.5,0,2012,WR
Darnell Smith,N TX,9,,28,379,42.1,13.5,41,2,,0,0,0,N/A,0,2012,WR
Bryant Lavender,S Ala,12,,41,378,31.5,9.2,27,0,,0,0,0,N/A,0,2012,WR
Chase Cochran,Ohio,12,,22,377,31.4,17.1,68,4,,1,11,0.9,11,0,2012,WR
Damon Julian,Cinc,9,,24,377,41.9,15.7,39,4,,0,0,0,N/A,0,2012,WR
Derrick Engel,Minn,11,,18,375,34.1,20.8,42,1,,1,5,0.5,5,0,2012,WR
Perez Ashford,N Ill,8,,34,373,46.6,11,44,1,,0,0,0,N/A,0,2012,WR
Jamal Miles,AZ St,12,,37,373,31.1,10.1,41,0,,15,67,5.6,4.5,0,2012,WR
Andrew Bodenheimer,ECU,13,,36,371,28.5,10.3,37,3,,0,0,0,N/A,0,2012,WR
Aaron Horne,IA St,13,,39,370,28.5,9.5,40,3,,4,42,3.2,10.5,0,2012,WR
Christion Jones,Ala,13,,27,368,28.3,13.6,34,4,,2,6,0.5,3,0,2012,WR
Kirby Moore,Bois,11,,36,368,33.5,10.2,36,1,,0,0,0,N/A,0,2012,WR
Damiere Byrd,S Car,9,,14,366,40.7,26.1,94,3,,4,-2,-0.2,-0.5,0,2012,WR
Dres Anderson,Utah,12,,36,365,30.4,10.1,39,3,,14,83,6.9,5.9,0,2012,WR
Aaron Burbridge,MI St,7,,29,364,52,12.6,38,2,,1,4,0.6,4,0,2012,WR
Jalen Fitzpatrick,Temp,11,,30,363,33,12.1,35,2,,15,34,3.1,2.3,0,2012,WR
Sean Tapley,NC,10,,26,361,36.1,13.9,62,5,,2,0,0,0,0,2012,WR
Kenneth Scott,Utah,11,,32,360,32.7,11.3,36,3,,0,0,0,N/A,0,2012,WR
Gary Bush,Purd,11,,41,360,32.7,8.8,35,7,,2,18,1.6,9,0,2012,WR
Connor Ryan,Ball,12,,44,357,29.8,8.1,25,3,,0,0,0,N/A,0,2012,WR
Chevaughn Lawrence,Army,11,,21,357,32.5,17,47,0,,1,16,1.5,16,0,2012,WR
Greg Dent,FL St,11,,27,355,32.3,13.1,41,2,,1,1,0.1,1,0,2012,WR
Tyson Williams,TX Tch,12,,35,352,29.3,10.1,35,2,,0,0,0,N/A,0,2012,WR
Ryan Burbrink,BGSU,12,,39,351,29.3,9,22,0,,0,0,0,N/A,0,2012,WR
Quincy McDuffie,UCF,13,,28,350,26.9,12.5,64,3,,19,170,13.1,8.9,3,2012,WR
Davon Johnson,Mia F,9,,21,348,38.7,16.6,41,0,,0,0,0,N/A,0,2012,WR
Kadron Boone,LSU,11,,26,348,31.6,13.4,34,4,,0,0,0,N/A,0,2012,WR
Brice Butler,SDg St,11,,24,347,31.5,14.5,44,4,,0,0,0,N/A,0,2012,WR
Chris Potter,Bois,13,,34,347,26.7,10.2,35,4,,7,23,1.8,3.3,1,2012,WR
Randall Mackey,Miss,13,,25,346,26.6,13.8,68,1,,79,325,25,4.1,4,2012,WR
Michael Bennett,Ga,5,,24,345,69,14.4,67,4,,0,0,0,N/A,0,2012,WR
Jaron Brown,Clem,10,,21,345,34.5,16.4,38,0,,1,3,0.3,3,0,2012,WR
Byron Hankerson,FAU,11,,27,344,31.3,12.7,39,2,,0,0,0,N/A,0,2012,WR
Chris Conley,Ga,11,,20,342,31.1,17.1,87,6,,0,0,0,N/A,0,2012,WR
Nelson Agholor,USC,8,,19,341,42.6,17.9,76,2,,1,7,0.9,7,0,2012,WR
Drew Coleman,AFA,10,,15,341,34.1,22.7,55,3,,3,43,4.3,14.3,0,2012,WR
Andrew Flory,CMU,5,,17,340,68,20,69,4,,0,0,0,N/A,0,2012,WR
Marquise Goodwin,Tex,12,,26,340,28.3,13.1,55,3,,13,140,11.7,10.8,3,2012,WR
Thomas Johnson,TAMU,9,,30,339,37.7,11.3,58,1,,1,33,3.7,33,0,2012,WR
Josh Boyle,Kent,11,,28,338,30.7,12.1,63,3,,3,16,1.5,5.3,0,2012,WR
Shane Ros,Hous,6,,23,337,56.2,14.7,55,3,,2,3,0.5,1.5,0,2012,WR
Anthony Williams,UNLV,12,,22,337,28.1,15.3,45,1,,2,8,0.7,4,0,2012,WR
Tony Jones,N.W.,10,,29,335,33.5,11.6,42,4,,1,14,1.4,14,0,2012,WR
KeVonn Mabon,Ball,10,,23,335,33.5,14.6,44,2,,0,0,0,N/A,0,2012,WR
Nick Williams,Conn,11,,30,334,30.4,11.1,30,0,,10,40,3.6,4,1,2012,WR
Josh Harper,Fres,5,,24,333,66.6,13.9,37,4,,0,0,0,N/A,0,2012,WR
Matthew Hurdle,Kent,14,,35,333,23.8,9.5,28,1,,0,0,0,N/A,0,2012,WR
Danny Webster,ECU,11,,34,332,30.2,9.8,28,5,,0,0,0,N/A,0,2012,WR
Drew Dileo,Mich,10,,20,331,33.1,16.6,66,2,,1,7,0.7,7,0,2012,WR
Dominique Sullivan,USM,10,,19,331,33.1,17.4,46,3,,0,0,0,N/A,0,2012,WR
Tracy Lampley,USM,10,,25,330,33,13.2,39,0,,5,-8,-0.8,-1.6,0,2012,WR
Donte Moore,Rice,12,,26,326,27.2,12.5,43,4,,1,9,0.8,9,1,2012,WR
Kevin Ozier,AZ St,10,,21,324,32.4,15.4,52,5,,0,0,0,N/A,0,2012,WR
Brandon Turner,Navy,11,,22,324,29.5,14.7,49,4,,0,0,0,N/A,0,2012,WR
Kam Jones,UTSA,12,,23,323,26.9,14,58,1,,28,174,14.5,6.2,0,2012,WR
Darius Millines,Ill,10,,32,322,32.2,10.1,28,0,,0,0,0,N/A,0,2012,WR
Rashad Lawrence,N.W.,12,,34,321,26.8,9.4,34,0,,0,0,0,N/A,0,2012,WR
Scott Harding,Haw,10,,20,321,35.7,16.1,51,2,,4,-10,-1.1,-2.5,0,2012,WR
Aaron Burks,Bois,8,,17,319,39.9,18.8,53,1,,0,0,0,N/A,0,2012,WR
Chris Humphrey,Kent,12,,26,319,26.6,12.3,36,0,,0,0,0,N/A,0,2012,WR
Ezell Ruffin,SDg St,9,,17,319,35.4,18.8,57,0,,4,21,2.3,5.3,0,2012,WR
Mekale McKay,Ark,10,,21,317,31.7,15.1,61,2,,0,0,0,N/A,0,2012,WR
Rashard Smith,NC St,12,,19,316,31.6,16.6,60,5,,0,0,0,N/A,0,2012,WR
Kevin Dorsey,Md,11,,18,315,28.6,17.5,42,4,,0,0,0,N/A,0,2012,WR
Rashad Evans,Fres,9,,34,314,34.9,9.2,51,5,,1,-1,-0.1,-1,0,2012,WR
Allen Hurns,Mia F,10,,28,314,31.4,11.2,40,4,,0,0,0,N/A,0,2012,WR
Bakari Bussey,Ohio,12,,37,313,26.1,8.5,34,0,,0,0,0,N/A,0,2012,WR
Ross Apo,BYU,11,,31,311,28.3,10,53,1,,0,0,0,N/A,0,2012,WR
Keenan Holman,SMU,8,,25,311,38.9,12.4,43,2,,0,0,0,N/A,0,2012,WR
Luke Swift,Mia O,9,,25,307,34.1,12.3,42,1,,4,4,0.4,1,0,2012,WR
Martavis Bryant,Clem,6,,10,305,50.8,30.5,48,4,,1,17,2.8,17,0,2012,WR
Demetrius Fields,N.W.,11,,33,305,27.7,9.2,27,1,,0,0,0,N/A,0,2012,WR
Javontee Herndon,Ark,8,,21,304,38,14.5,63,3,,0,0,0,N/A,0,2012,WR
Colby Harper,ULM,7,,29,303,43.3,10.4,41,2,,0,0,0,N/A,0,2012,WR
DeVonte Christopher,Utah,9,,22,301,33.4,13.7,42,2,,2,-8,-0.9,-4,0,2012,WR
David Richards,Ariz,10,,29,298,29.8,10.3,27,3,,0,0,0,N/A,0,2012,WR
Frankie Hammond,Fla,12,,22,298,24.8,13.5,75,3,,0,0,0,N/A,0,2012,WR
Demarco Robinson,UK,11,,28,297,27,10.6,35,0,,5,24,2.2,4.8,0,2012,WR
Justin Sims,USM,11,,20,294,26.7,14.7,56,0,,1,2,0.2,2,0,2012,WR
Colin Lockett,SDg St,11,,20,293,29.3,14.7,40,3,,4,42,4.2,10.5,0,2012,WR
Brandon Terry,Wake,10,,15,290,29,19.3,47,0,,0,0,0,N/A,0,2012,WR
Issac Blakeney,Duke,12,,32,290,24.2,9.1,54,1,,0,0,0,N/A,0,2012,WR
Jarvis West,IA St,12,,31,290,24.2,9.4,23,3,,7,26,2.2,3.7,1,2012,WR
Richard Rodgers,Cal,9,,20,288,32,14.4,51,1,,0,0,0,N/A,0,2012,WR
Andrew Turzilli,Kan,7,,17,287,41,16.9,42,0,,0,0,0,N/A,0,2012,WR
Jakeem Grant,TX Tch,11,,33,287,26.1,8.7,42,3,,8,19,1.7,2.4,0,2012,WR
Daje Johnson,Tex,11,,19,287,26.1,15.1,70,1,,27,203,18.5,7.5,1,2012,WR
Malcome Kennedy,TAMU,10,,26,285,28.5,11,28,2,,1,7,0.7,7,0,2012,WR
Derrick Hopkins,S Fla,8,,19,284,35.5,14.9,41,1,,5,4,0.5,0.8,0,2012,WR
Cam White,TCU,10,,21,284,28.4,13.5,46,2,,0,0,0,N/A,0,2012,WR
Demetrius Evans,Mrsh,11,,32,284,25.8,8.9,25,2,,0,0,0,N/A,0,2012,WR
Jeff Greene,GT,9,,18,284,31.6,15.8,82,2,,1,6,0.7,6,0,2012,WR
Shawn Lynch,Navy,9,,14,281,31.2,20.1,68,1,,3,-9,-1,-3,0,2012,WR
Adam Humphries,Clem,11,,41,280,25.5,6.8,27,1,,3,12,1.1,4,0,2012,WR
Earon Holmes,UTSA,10,,21,279,27.9,13.3,34,2,,0,0,0,N/A,0,2012,WR
JD Falslev,BYU,13,,37,275,21.2,7.4,21,2,,18,109,8.4,6.1,0,2012,WR
Joe Hansley,CO St,12,,21,274,22.8,13,32,3,,22,122,10.2,5.5,0,2012,WR
Cameron Webb,UT St,12,,25,273,24.8,10.9,36,1,,0,0,0,N/A,0,2012,WR
Jamal-Rashad Patterson,Stan,11,,16,271,24.6,16.9,70,2,,4,59,5.4,14.8,0,2012,WR
Ronnie Williams,Hous,11,,33,270,24.5,8.2,32,3,,2,-3,-0.3,-1.5,0,2012,WR
Jeremiah Ostrowski,Haw,9,,27,270,30,10,36,1,,1,4,0.4,4,0,2012,WR
Javon Bell,TX Tch,4,,17,269,67.3,15.8,47,1,,1,-5,-1.3,-5,0,2012,WR
Bobby Swigert,BC,7,,23,268,38.3,11.7,28,1,,2,17,2.4,8.5,0,2012,WR
Lou Greenwood,CO St,7,,18,268,38.3,14.9,58,1,,0,0,0,N/A,0,2012,WR
Kenric McNeal,TAMU,10,,19,266,26.6,14,42,2,,0,0,0,N/A,0,2012,WR
Gahn McGaffie,Mizz,10,,33,266,26.6,8.1,24,0,,0,0,0,N/A,0,2012,WR
Carlos Harris,N TX,6,,19,264,44,13.9,28,1,,1,10,1.7,10,0,2012,WR
Marc Edwards,Tula,11,,23,264,24,11.5,79,1,,0,0,0,N/A,0,2012,WR
Garic Wharton,Ariz,8,,19,264,33,13.9,40,2,,1,19,2.4,19,0,2012,WR
Rashon Ceaser,ULM,8,,20,262,32.8,13.1,59,2,,0,0,0,N/A,0,2012,WR
Fred Lee,Buff,6,,17,261,43.5,15.4,44,1,,2,5,0.8,2.5,0,2012,WR
Dontae Strickland,AFA,13,,13,261,20.1,20.1,46,2,,28,152,11.7,5.4,2,2012,WR
Courtney Williams,CMU,10,,24,260,26,10.8,25,2,,2,-3,-0.3,-1.5,0,2012,WR
Justin Olack,Tole,9,,19,260,28.9,13.7,51,1,,0,0,0,N/A,0,2012,WR
Jenson Stoshak,FAU,6,,15,259,43.2,17.3,60,2,,0,0,0,N/A,0,2012,WR
Tracy Moore,OK St,4,,20,259,64.8,13,31,4,,0,0,0,N/A,0,2012,WR
Korvic Neat,Miss,7,,25,257,36.7,10.3,30,0,,2,34,4.9,17,0,2012,WR
Spiffy Evans,BC,11,,22,257,28.6,11.7,36,1,,1,-1,-0.1,-1,0,2012,WR
Isaac Fruechte,Minn,10,,19,256,25.6,13.5,34,2,,0,0,0,N/A,0,2012,WR
Donald Scott,EMU,12,,19,255,21.3,13.4,40,3,,0,0,0,N/A,0,2012,WR
Spencer Harris,Ill,10,,21,253,25.3,12,49,2,,0,0,0,N/A,0,2012,WR
Robby Toma,ND,9,,24,252,28,10.5,27,0,,4,28,3.1,7,1,2012,WR
Dolapo Macarthy,Purd,10,,28,252,25.2,9,31,1,,0,0,0,N/A,0,2012,WR
Quentin Pierce,USM,7,,11,251,35.9,22.8,81,2,,0,0,0,N/A,0,2012,WR
Justin Albert,Troy,12,,31,250,20.8,8.1,24,0,,70,303,25.3,4.3,2,2012,WR
Jerrel Brown,NM St,8,,19,250,31.3,13.2,50,1,,0,0,0,N/A,0,2012,WR
Sherman Ragland,Wake,10,,23,247,24.7,10.7,41,0,,1,0,0,0,0,2012,WR
Dominique Sandifer,SDg St,9,,22,247,27.4,11.2,28,1,,3,6,0.7,2,0,2012,WR
Kyle Nunn,SJSU,10,,26,244,24.4,9.4,33,2,,2,-19,-1.9,-9.5,0,2012,WR
Keanon Lowe,Ore,9,,22,244,27.1,11.1,38,3,,0,0,0,N/A,0,2012,WR
Travis Reynolds,UT St,12,,25,244,20.3,9.8,24,1,,0,0,0,N/A,0,2012,WR
Bralon Addison,Ore,9,,22,243,27,11,55,3,,1,-2,-0.2,-2,0,2012,WR
Eric Adeyemi,Kent,13,,18,242,24.2,13.4,44,3,,1,7,0.7,7,0,2012,WR
James Wright,LSU,7,,18,242,34.6,13.4,48,0,,0,0,0,N/A,0,2012,WR
Demitri Knowles,VT,11,,19,240,26.7,12.6,42,1,,7,24,2.7,3.4,0,2012,WR
Kenny Bias,UTSA,6,,13,236,39.3,18.2,82,2,,1,8,1.3,8,0,2012,WR
Trevor Davis,Haw,6,,17,235,39.2,13.8,50,2,,1,-1,-0.2,-1,0,2012,WR
Wilson Van Hooser,Tula,6,,11,233,38.8,21.2,51,4,,0,0,0,N/A,0,2012,WR
Victor Marc,S Fla,8,,21,233,29.1,11.1,23,0,,1,7,0.9,7,0,2012,WR
Duwyce Wilson,Ind,9,,23,233,25.9,10.1,27,1,,0,0,0,N/A,0,2012,WR
Aaron Boyd,UK,6,,24,233,38.8,9.7,21,2,,0,0,0,N/A,0,2012,WR
Quenton Bundrage,IA St,7,,20,232,33.1,11.6,35,2,,0,0,0,N/A,0,2012,WR
Chris Gant,Haw,10,,22,232,23.2,10.5,34,3,,0,0,0,N/A,0,2012,WR
Bud Sasser,Mizz,7,,10,231,33,23.1,85,1,,0,0,0,N/A,0,2012,WR
Quron Pratt,Rutg,11,,22,230,20.9,10.5,45,0,,0,0,0,N/A,0,2012,WR
Cameron Saddler,Pitt,10,,16,229,28.6,14.3,29,1,,3,27,3.4,9,0,2012,WR
Marken Michel,Mass,6,,28,229,38.2,8.2,56,0,,0,0,0,N/A,0,2012,WR
Alex Torres,TX Tch,10,,21,228,22.8,10.9,30,3,,0,0,0,N/A,0,2012,WR
Trey Norman,Wyo,8,,18,228,28.5,12.7,43,0,,0,0,0,N/A,0,2012,WR
Devon Hughes,Buff,6,,23,228,38,9.9,36,1,,2,3,0.5,1.5,0,2012,WR
Herb Waters,Mia F,6,,10,227,37.8,22.7,87,2,,1,-1,-0.2,-1,0,2012,WR
Danny Williams,GA St,8,,20,227,28.4,11.4,28,1,,0,0,0,N/A,0,2012,WR
Glenn Coleman,FIU,6,,13,227,37.8,17.5,33,2,,1,-17,-2.8,-17,0,2012,WR
Gino Simone,WA St,6,,19,226,37.7,11.9,49,0,,0,0,0,N/A,0,2012,WR
Brandon Smith,TX St,8,,21,226,28.3,10.8,32,2,,0,0,0,N/A,0,2012,WR
B.J. Chitty,Troy,9,,20,226,25.1,11.3,62,2,,0,0,0,N/A,0,2012,WR
Francisco Llanos,USM,8,,20,226,28.3,11.3,41,0,,0,0,0,N/A,0,2012,WR
Matt Waters,Ohio,9,,14,225,25,16.1,36,0,,0,0,0,N/A,0,2012,WR
Thomas Coffman,CO St,7,,11,224,32,20.4,75,1,,0,0,0,N/A,0,2012,WR
Tyler Slavin,Ariz,8,,22,224,28,10.2,32,1,,0,0,0,N/A,0,2012,WR
Austin Zouzalik,TX Tch,9,,19,223,24.8,11.7,22,0,,1,2,0.2,2,0,2012,WR
Juwan Brescacin,N Ill,5,,11,223,44.6,20.3,44,0,,0,0,0,N/A,0,2012,WR
Dustin Creel,EMU,6,,13,220,36.7,16.9,36,0,,0,0,0,N/A,0,2012,WR
Blake Webb,OK St,7,,14,218,31.1,15.6,37,1,,0,0,0,N/A,0,2012,WR
Roman Runner,Ida,8,,18,218,27.3,12.1,38,0,,0,0,0,N/A,0,2012,WR
Austin Aikens,WKU,6,,8,217,36.2,27.1,40,2,,0,0,0,N/A,0,2012,WR
Derrick Harris,ECU,12,,22,217,18.1,9.9,50,0,,0,0,0,N/A,0,2012,WR
Bryce Treggs,Cal,8,,21,216,27,10.3,37,1,,1,-5,-0.6,-5,0,2012,WR
Ty Montgomery,Stan,9,,26,213,23.7,8.2,32,0,,1,-11,-1.2,-11,0,2012,WR
Kristoff Williams,WA St,9,,23,212,23.6,9.2,54,4,,0,0,0,N/A,0,2012,WR
Jon Greenwalt,LT,9,,24,210,23.3,8.8,23,2,,0,0,0,N/A,0,2012,WR
Kevin Cummings,OR St,9,,18,208,23.1,11.6,38,1,,0,0,0,N/A,0,2012,WR
Reese Wiggins,ECU,10,,25,208,20.8,8.3,25,1,,0,0,0,N/A,0,2012,WR
T.J. Glover,S Ala,13,,27,206,15.8,7.6,39,0,,59,210,16.2,3.6,1,2012,WR
Skyler Ridley,BYU,7,,20,206,29.4,10.3,24,1,,0,0,0,N/A,0,2012,WR
Christian Collis,MTSU,10,,18,206,20.6,11.4,37,2,,0,0,0,N/A,0,2012,WR
Tajae Sharpe,Mass,11,,20,206,18.7,10.3,35,0,,0,0,0,N/A,0,2012,WR
Luke Matthews,Utah,10,,19,204,20.4,10.7,41,0,,1,2,0.2,2,0,2012,WR
Jordan Payton,UCLA,9,,18,202,22.4,11.2,40,1,,0,0,0,N/A,0,2012,WR
Daryle Hawkins,Ore,12,,25,202,16.8,8.1,23,3,,0,0,0,N/A,0,2012,WR
David Gru,LT,10,,16,200,20,12.5,24,0,,0,0,0,N/A,0,2012,WR
Ty Kirk,N Mex,7,,13,200,28.6,15.4,52,2,,3,27,3.9,9,0,2012,WR
Jimmie Hunt,Mizz,9,,11,199,22.1,18.1,33,3,,4,28,3.1,7,0,2012,WR
Landon Smith,Ohio,5,,8,198,39.6,24.8,43,2,,1,0,0,0,0,2012,WR
Zach D'Orazio,Akrn,3,,15,197,65.7,13.1,31,0,,0,0,0,N/A,0,2012,WR
Geraldo Boldewijn,Bois,9,,18,197,21.9,10.9,19,2,,0,0,0,N/A,0,2012,WR
Nick Jones,S Car,6,,12,197,32.8,16.4,70,0,,0,0,0,N/A,0,2012,WR
Jordan Fredrick,Wis,12,,17,196,16.3,11.5,20,1,,0,0,0,N/A,0,2012,WR
Christopher Bynes,N TX,7,,15,196,28,13.1,39,0,,1,-9,-1.3,-9,0,2012,WR
Brandon Freeman,UTSA,6,,9,196,32.7,21.8,50,0,,0,0,0,N/A,0,2012,WR
Jeremy Moore,GT,8,,10,194,24.3,19.4,50,0,,1,4,0.5,4,0,2012,WR
Julian Horton,Ark,7,,14,193,27.6,13.8,28,2,,0,0,0,N/A,0,2012,WR
Justin Hardee,Ill,6,,17,192,32,11.3,48,0,,0,0,0,N/A,0,2012,WR
Johnny Jackson,Ariz,7,,25,191,27.3,7.6,26,1,,0,0,0,N/A,0,2012,WR
Davonte Allen,Mrsh,6,,12,190,31.7,15.8,46,2,,0,0,0,N/A,0,2012,WR
Cassius McDowell,Tole,13,,21,190,14.6,9,19,1,,77,372,28.6,4.8,3,2012,WR
Jaydon Mickens,Wash,11,,20,190,17.3,9.5,47,1,,3,26,2.4,8.7,0,2012,WR
Devin Crawford-Tufts,Minn,8,,16,189,23.6,11.8,40,1,,1,2,0.3,2,0,2012,WR
Devin Lucien,UCLA,5,,10,188,37.6,18.8,38,0,,0,0,0,N/A,0,2012,WR
Bradley Brown,ULL,6,,15,187,31.2,12.5,45,0,,0,0,0,N/A,0,2012,WR
Rantavious Wooten,Ga,9,,15,187,20.8,12.5,38,2,,1,24,2.7,24,0,2012,WR
Carlos McCants,AR St,7,,9,187,26.7,20.8,54,1,,0,0,0,N/A,0,2012,WR
Xavier Maxwell,Hous,5,,10,184,36.8,18.4,58,2,,0,0,0,N/A,0,2012,WR
Deonte Welch,S Fla,8,,18,183,22.9,10.2,30,0,,0,0,0,N/A,0,2012,WR
Marcus Henry,MTSU,5,,9,182,36.4,20.2,75,1,,0,0,0,N/A,0,2012,WR
Rudy Johnson,Buff,7,,16,182,26,11.4,26,0,,0,0,0,N/A,0,2012,WR
Will Murphy,Ore,8,,19,181,22.6,9.5,29,1,,0,0,0,N/A,0,2012,WR
Jamison Wells,N Ill,10,,16,180,18,11.3,24,0,,1,1,0.1,1,0,2012,WR
Jerome Tiller,IA St,9,,18,174,19.3,9.7,20,1,,0,0,0,N/A,0,2012,WR
Andrew Guillot,LT,8,,19,174,21.8,9.2,32,0,,1,9,1.1,9,0,2012,WR
Marcellus Mack,UTSA,11,,19,174,15.8,9.2,24,1,,0,0,0,N/A,0,2012,WR
Charone Peake,Clem,10,,25,173,17.3,6.9,27,2,,1,4,0.4,4,0,2012,WR
Gerald Thomas,Colo,11,,18,173,15.7,9.6,28,0,,9,56,5.1,6.2,0,2012,WR
Alex Kenney,PSU,6,,17,172,28.7,10.1,24,0,,0,0,0,N/A,0,2012,WR
Trey Burton,Fla,12,,18,172,14.3,9.6,32,1,,29,190,15.8,6.6,2,2012,WR
Jordan Cotton,Iowa,7,,12,172,24.6,14.3,47,1,,1,2,0.3,2,0,2012,WR
Bradley Marquez,TX Tch,6,,16,172,28.7,10.8,23,0,,0,0,0,N/A,0,2012,WR
Antwan Goodley,Bayl,11,,17,171,21.4,10.1,17,2,,4,26,3.3,6.5,0,2012,WR
Richard Morrison,Ariz,8,,23,171,24.4,7.4,21,2,,5,13,1.9,2.6,0,2012,WR
Demarius Reed,EMU,8,,18,171,28.5,9.5,28,1,,0,0,0,N/A,0,2012,WR
Daryl Collins,UK,7,,17,171,24.4,10.1,22,0,,0,0,0,N/A,0,2012,WR
Albert Gary,IA St,10,,18,170,17,9.4,36,2,,2,6,0.6,3,0,2012,WR
Cole Hicks,UTSA,7,,14,169,24.1,12.1,23,4,,0,0,0,N/A,0,2012,WR
Daymond Patterson,Kan,6,,21,169,28.2,8,14,0,,2,6,1,3,0,2012,WR
Gehrig Dieter,SMU,4,,10,168,42,16.8,49,1,,0,0,0,N/A,0,2012,WR
DiAndre Campbell,Wash,7,,16,167,23.9,10.4,21,2,,0,0,0,N/A,0,2012,WR
Justin Veltung,Ida,9,,16,166,20.8,10.4,39,0,,0,0,0,N/A,0,2012,WR
Tevin Jones,Memp,7,,10,165,23.6,16.5,52,1,,10,32,4.6,3.2,1,2012,WR
Deche Milburn,TX St,9,,18,165,18.3,9.2,24,0,,0,0,0,N/A,0,2012,WR
Lamaar Thomas,N Mex,11,,15,165,15,11,38,1,,31,220,20,7.1,0,2012,WR
Robert Johnson,MS St,10,,17,164,16.4,9.6,23,2,,0,0,0,N/A,0,2012,WR
Darren Waller,GT,5,,8,162,32.4,20.3,63,0,,0,0,0,N/A,0,2012,WR
Austin Fuller,SMU,3,,15,162,54,10.8,67,0,,0,0,0,N/A,0,2012,WR
Scott Radcliff,Lou,9,,14,162,18,11.6,30,0,,0,0,0,N/A,0,2012,WR
Reggie Travis,Memp,6,,11,162,27,14.7,44,1,,0,0,0,N/A,0,2012,WR
John Goodman,ND,7,,7,159,22.7,22.7,50,3,,0,0,0,N/A,0,2012,WR
Da'Ron Brown,N Ill,11,,17,156,14.2,9.2,25,2,,4,4,0.4,1,1,2012,WR
Andrew Pratt,Akrn,5,,10,156,31.2,15.6,42,2,,0,0,0,N/A,0,2012,WR
Richard Mullaney,OR St,5,,13,156,31.2,12,45,1,,0,0,0,N/A,0,2012,WR
Gene McCaskill,UK,8,,18,153,19.1,8.5,21,2,,1,-4,-0.5,-4,0,2012,WR
Boe Brand,WKU,6,,12,151,25.2,12.6,35,1,,0,0,0,N/A,0,2012,WR
David Frazier,Mia O,3,,9,151,50.3,16.8,53,1,,0,0,0,N/A,0,2012,WR
Jazz King,Mrsh,8,,15,151,18.9,10.1,20,2,,0,0,0,N/A,0,2012,WR
